fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag
2006-2007,2006,CTAS II - Emergent,2,Total,Pneumonia,Not Admitted,13363,275,4.58,0
2006-2007,2006,CTAS II - Emergent,2,Total,Trauma,Not Admitted,76546,178,2.97,0
2006-2007,2006,CTAS II - Emergent,2,Total,Unintentional Falls,Not Admitted,23336,211,3.52,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,1287,148,2.47,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Any,Not Admitted,15936,219,3.65,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,194,255,4.25,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,314,5.23,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,1041,200,3.33,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,255,250,4.17,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,3273,193,3.22,0
2006-2007,2006,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,972,226,3.77,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3241,282,4.7,1
2006-2007,2006,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,320,306,5.1,1
2006-2007,2006,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,48,138,2.3,1
2006-2007,2006,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Any,Admitted,273567,327,5.45,1
2006-2007,2006,Less urgent,3,Admitted,Any,Admitted,53562,257,4.28,1
2006-2007,2006,Non-urgent,3,Admitted,Any,Admitted,7479,195,3.25,1
2006-2007,2006,Unknown,3,Admitted,Any,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Asthma,Admitted,2219,307,5.12,1
2006-2007,2006,Less urgent,3,Admitted,Asthma,Admitted,232,242,4.03,1
2006-2007,2006,Non-urgent,3,Admitted,Asthma,Admitted,37,99,1.65,1
2006-2007,2006,Unknown,3,Admitted,Asthma,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,18,649,10.82,1
2006-2007,2006,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,190,3.17,1
2006-2007,2006,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,150,2.5,1
2006-2007,2006,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2399,240,4.0,1
2006-2007,2006,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,455,232,3.87,1
2006-2007,2006,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,93,239,3.98,1
2006-2007,2006,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,11463,327,5.45,1
2006-2007,2006,Less urgent,3,Admitted,Pneumonia,Admitted,1788,229,3.82,1
2006-2007,2006,Non-urgent,3,Admitted,Pneumonia,Admitted,183,216,3.6,1
2006-2007,2006,Unknown,3,Admitted,Pneumonia,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Trauma,Admitted,26841,275,4.58,1
2006-2007,2006,Less urgent,3,Admitted,Trauma,Admitted,6881,251,4.18,1
2006-2007,2006,Non-urgent,3,Admitted,Trauma,Admitted,820,174,2.9,1
2006-2007,2006,Unknown,3,Admitted,Trauma,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,19084,287,4.78,1
2006-2007,2006,Less urgent,3,Admitted,Unintentional Falls,Admitted,4508,264,4.4,1
2006-2007,2006,Non-urgent,3,Admitted,Unintentional Falls,Admitted,431,179,2.98,1
2006-2007,2006,Unknown,3,Admitted,Unintentional Falls,Admitted,0,0,0.0,1
2006-2007,2006,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,33,234,3.9,0
2006-2007,2006,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,7,300,5.0,0
2006-2007,2006,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,7,22,0.37,0
2006-2007,2006,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Any,Not Admitted,415,291,4.85,0
2006-2007,2006,Less urgent,3,Death,Any,Not Admitted,81,154,2.57,0
2006-2007,2006,Non-urgent,3,Death,Any,Not Admitted,360,18,0.3,0
2006-2007,2006,Unknown,3,Death,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,140,2.33,0
2006-2007,2006,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,1452,24.2,0
2006-2007,2006,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,88,1.47,0
2006-2007,2006,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,23,437,7.28,0
2006-2007,2006,Less urgent,3,Death,Pneumonia,Not Admitted,0,690,11.5,0
2006-2007,2006,Non-urgent,3,Death,Pneumonia,Not Admitted,0,12,0.2,0
2006-2007,2006,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Trauma,Not Admitted,20,368,6.13,0
2006-2007,2006,Less urgent,3,Death,Trauma,Not Admitted,14,76,1.27,0
2006-2007,2006,Non-urgent,3,Death,Trauma,Not Admitted,11,75,1.25,0
2006-2007,2006,Unknown,3,Death,Trauma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,11,571,9.52,0
2006-2007,2006,Less urgent,3,Death,Unintentional Falls,Not Admitted,6,146,2.43,0
2006-2007,2006,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,355,5.92,0
2006-2007,2006,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,99,340,5.67,0
2006-2007,2006,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,20,206,3.43,0
2006-2007,2006,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,6,120,2.0,0
2006-2007,2006,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Any,Not Admitted,1605240,180,3.0,0
2006-2007,2006,Less urgent,3,Discharged Home,Any,Not Admitted,2010085,105,1.75,0
2006-2007,2006,Non-urgent,3,Discharged Home,Any,Not Admitted,570552,70,1.17,0
2006-2007,2006,Unknown,3,Discharged Home,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,32085,151,2.52,0
2006-2007,2006,Less urgent,3,Discharged Home,Asthma,Not Admitted,17793,101,1.68,0
2006-2007,2006,Non-urgent,3,Discharged Home,Asthma,Not Admitted,3459,71,1.18,0
2006-2007,2006,Unknown,3,Discharged Home,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,44,192,3.2,0
2006-2007,2006,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,48,96,1.6,0
2006-2007,2006,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,5,84,1.4,0
2006-2007,2006,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,42827,151,2.52,0
2006-2007,2006,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,45669,120,2.0,0
2006-2007,2006,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,5674,93,1.55,0
2006-2007,2006,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,21624,201,3.35,0
2006-2007,2006,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,14533,125,2.08,0
2006-2007,2006,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,2198,91,1.52,0
2006-2007,2006,Unknown,3,Discharged Home,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,331414,140,2.33,0
2006-2007,2006,Less urgent,3,Discharged Home,Trauma,Not Admitted,671962,112,1.87,0
2006-2007,2006,Non-urgent,3,Discharged Home,Trauma,Not Admitted,113972,86,1.43,0
2006-2007,2006,Unknown,3,Discharged Home,Trauma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,109487,162,2.7,0
2006-2007,2006,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,180401,123,2.05,0
2006-2007,2006,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,24030,95,1.58,0
2006-2007,2006,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,5,122,2.03,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,63,1.05,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Any,Not Admitted,8917,220,3.67,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Any,Not Admitted,4360,153,2.55,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Any,Not Admitted,1457,70,1.17,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,15,120,2.0,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,6,182,3.03,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,121,174,2.9,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,75,159,2.65,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,27,55,0.92,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,30,238,3.97,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,14,197,3.28,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,292,4.87,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1745,175,2.92,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1324,132,2.2,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,395,79,1.32,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,576,178,2.97,0
2006-2007,2006,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,424,143,2.38,0
2006-2007,2006,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,114,65,1.08,0
2006-2007,2006,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,6,540,9.0,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,175,2.92,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Any,Not Admitted,98742,145,2.42,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Any,Not Admitted,104423,123,2.05,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Any,Not Admitted,27914,89,1.48,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Any,Not Admitted,2656,24,0.4,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,449,123,2.05,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,184,116,1.93,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,20,118,1.97,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,0,35,0.58,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,72,1.2,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1118,134,2.23,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1534,128,2.13,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,192,111,1.85,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,10,20,0.33,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,79,190,3.17,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,37,187,3.12,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,13,83,1.38,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,10342,128,2.13,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,24257,122,2.03,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,4459,95,1.58,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,348,15,0.25,0
2006-2007,2006,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,2615,135,2.25,0
2006-2007,2006,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5020,126,2.1,0
2006-2007,2006,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,694,99,1.65,0
2006-2007,2006,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,25,57,0.95,0
2006-2007,2006,CTAS III - Urgent,3,Total,Acute Myocardial Infarction,Not Admitted,3776,275,4.58,0
2006-2007,2006,Less urgent,3,Total,Acute Myocardial Infarction,Not Admitted,378,297,4.95,0
2006-2007,2006,Non-urgent,3,Total,Acute Myocardial Infarction,Not Admitted,67,126,2.1,0
2006-2007,2006,Unknown,3,Total,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Total,Any,Not Admitted,2012744,192,3.2,0
2006-2007,2006,Less urgent,3,Total,Any,Not Admitted,2182256,108,1.8,0
2006-2007,2006,Non-urgent,3,Total,Any,Not Admitted,609493,71,1.18,0
2006-2007,2006,Unknown,3,Total,Any,Not Admitted,2656,24,0.4,0
2006-2007,2006,CTAS III - Urgent,3,Total,Asthma,Not Admitted,34967,158,2.63,0
2006-2007,2006,Less urgent,3,Total,Asthma,Not Admitted,18233,103,1.72,0
2006-2007,2006,Non-urgent,3,Total,Asthma,Not Admitted,3516,71,1.18,0
2006-2007,2006,Unknown,3,Total,Asthma,Not Admitted,0,35,0.58,0
2006-2007,2006,CTAS III - Urgent,3,Total,Influenzal Pneumonia,Not Admitted,62,232,3.87,0
2006-2007,2006,Less urgent,3,Total,Influenzal Pneumonia,Not Admitted,48,96,1.6,0
2006-2007,2006,Non-urgent,3,Total,Influenzal Pneumonia,Not Admitted,5,84,1.4,0
2006-2007,2006,Unknown,3,Total,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Total,Motor Vehicle Collisions,Not Admitted,47288,155,2.58,0
2006-2007,2006,Less urgent,3,Total,Motor Vehicle Collisions,Not Admitted,47965,121,2.02,0
2006-2007,2006,Non-urgent,3,Total,Motor Vehicle Collisions,Not Admitted,6019,95,1.58,0
2006-2007,2006,Unknown,3,Total,Motor Vehicle Collisions,Not Admitted,10,20,0.33,0
2006-2007,2006,CTAS III - Urgent,3,Total,Pneumonia,Not Admitted,33685,236,3.93,0
2006-2007,2006,Less urgent,3,Total,Pneumonia,Not Admitted,16477,133,2.22,0
2006-2007,2006,Non-urgent,3,Total,Pneumonia,Not Admitted,2419,97,1.62,0
2006-2007,2006,Unknown,3,Total,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Total,Trauma,Not Admitted,375588,147,2.45,0
2006-2007,2006,Less urgent,3,Total,Trauma,Not Admitted,706807,113,1.88,0
2006-2007,2006,Non-urgent,3,Total,Trauma,Not Admitted,120052,87,1.45,0
2006-2007,2006,Unknown,3,Total,Trauma,Not Admitted,348,15,0.25,0
2006-2007,2006,CTAS III - Urgent,3,Total,Unintentional Falls,Not Admitted,134430,175,2.92,0
2006-2007,2006,Less urgent,3,Total,Unintentional Falls,Not Admitted,191483,125,2.08,0
2006-2007,2006,Non-urgent,3,Total,Unintentional Falls,Not Admitted,25418,96,1.6,0
2006-2007,2006,Unknown,3,Total,Unintentional Falls,Not Admitted,25,57,0.95,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,392,195,3.25,0
2006-2007,2006,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,31,285,4.75,0
2006-2007,2006,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,6,178,2.97,0
2006-2007,2006,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Any,Not Admitted,25863,236,3.93,0
2006-2007,2006,Less urgent,3,Transferred,Any,Not Admitted,9745,201,3.35,0
2006-2007,2006,Non-urgent,3,Transferred,Any,Not Admitted,1731,150,2.5,0
2006-2007,2006,Unknown,3,Transferred,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,199,232,3.87,0
2006-2007,2006,Less urgent,3,Transferred,Asthma,Not Admitted,18,180,3.0,0
2006-2007,2006,Non-urgent,3,Transferred,Asthma,Not Admitted,0,616,10.27,0
2006-2007,2006,Unknown,3,Transferred,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,823,207,3.45,0
2006-2007,2006,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,232,172,2.87,0
2006-2007,2006,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,33,100,1.67,0
2006-2007,2006,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,466,271,4.52,0
2006-2007,2006,Less urgent,3,Transferred,Pneumonia,Not Admitted,105,269,4.48,0
2006-2007,2006,Non-urgent,3,Transferred,Pneumonia,Not Admitted,25,215,3.58,0
2006-2007,2006,Unknown,3,Transferred,Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5226,205,3.42,0
2006-2007,2006,Less urgent,3,Transferred,Trauma,Not Admitted,2369,180,3.0,0
2006-2007,2006,Non-urgent,3,Transferred,Trauma,Not Admitted,395,135,2.25,0
2006-2007,2006,Unknown,3,Transferred,Trauma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2657,235,3.92,0
2006-2007,2006,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1124,208,3.47,0
2006-2007,2006,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,149,155,2.58,0
2006-2007,2006,Unknown,3,Transferred,Unintentional Falls,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Unknown,Any,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Unknown,Asthma,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2006-2007,2006,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0
